id;conversation_id;created_at;date;time;timezone;user_id;username;name;place;tweet;language;mentions;urls;photos;replies_count;retweets_count;likes_count;hashtags;cashtags;link;retweet;quote_url;video;thumbnail;near;geo;source;user_rt_id;user_rt;retweet_id;reply_to;retweet_date;translate;trans_src;trans_dest
1355192338293813248;1355192338293813248;2021-01-29 23:33:26 SE Asia Standard Time;2021-01-29;23:33:26;700;1052703629528854530;dr_koko28;dr. Andi Khomeini Takdir;;"Berikan booster anggaran untuk vaksin Merah Putih.   Itulah saran saya malam ini kepada @DPR_RI &amp; pak Presiden @jokowi. Dengan berdikarinya kita dalam urusan vaksin (yang halal, aman, efektif), kita akan lebih siap jika wabah lain terjadi di kemudian hari.  Semoga berkenan 🙏🏻❤️🇮🇩";in;[{'screen_name': 'dpr_ri', 'name': 'dpr ri', 'id': '211415705'}, {'screen_name': 'jokowi', 'name': 'joko widodo', 'id': '366987179'}];[];[];15;24;147;[];[];https://twitter.com/dr_koko28/status/1355192338293813248;False;;0;;;;;;;;[];;;;
1354671926401142784;1354671926401142784;2021-01-28 13:05:30 SE Asia Standard Time;2021-01-28;13:05:30;700;1052703629528854530;dr_koko28;dr. Andi Khomeini Takdir;;"Tips sebelum &amp; sesudah vaksin untuk semua tenaga kesehatan sudah ada dalam e-book. Tinggal diaplikasikan saja. Mudah.  Apa perlu yang lebih mudah lagi? Ok. #Bismillah : 1. Minum susu tiap hari (sebelum &amp; sesudah vaksin +/-7 hari) 2. Sayur &amp; buah 🥦🍊 3. Less sugar &amp; less gorengan";in;[];[];[];11;47;207;['bismillah'];[];https://twitter.com/dr_koko28/status/1354671926401142784;False;;0;;;;;;;;[];;;;
1354256910300508161;1354256910300508160;2021-01-27 09:36:22 SE Asia Standard Time;2021-01-27;09:36:22;700;1052703629528854530;dr_koko28;dr. Andi Khomeini Takdir;;"Sudah 600-an tenaga kesehatan Indonesia meninggal dalam “Battle against Covid”. Itu termasuk yang tertinggi di Asia/Dunia.  Tidak mudah mengganti dgn dokter &amp; tenaga kesehatan baru. Apalagi yang punya tingkat kepakaran &amp; kompetensi tinggi. Saran : Vaksinasi semua Nakes. Jan-Feb.";in;[];[];[];15;150;566;[];[];https://twitter.com/dr_koko28/status/1354256910300508161;False;;0;;;;;;;;[];;;;
1353922918707646464;1353922918707646464;2021-01-26 11:29:13 SE Asia Standard Time;2021-01-26;11:29:13;700;1052703629528854530;dr_koko28;dr. Andi Khomeini Takdir;;Vaksin dimaksudkan untuk melatih sel-sel tubuh kita mengenali musuh agar menjadi kebal terhadap musuh tersebut jika sewaktu-waktu masuk dalam tubuh.  Sel-T, sel-B, dan kawan-kawannya yang sangat mustahil tersusun begitu saja.;in;[];[];[];8;28;169;[];[];https://twitter.com/dr_koko28/status/1353922918707646464;False;;0;;;;;;;;[];;;;
1353734871965855744;1353734871965855744;2021-01-25 23:01:59 SE Asia Standard Time;2021-01-25;23:01:59;700;1052703629528854530;dr_koko28;dr. Andi Khomeini Takdir;;1 pekan kemarin, Pemerintah Amrik melakukan vaksinasi sekitar 1.16 juta warga per hari.  Dengan kecepatan segitu, mereka memprediksi HERD Immunity tercapai pada pertengahan tahun 2021.;in;[];[];[];4;8;74;[];[];https://twitter.com/dr_koko28/status/1353734871965855744;False;;0;;;;;;;;[];;;;
1353716237046439940;1353612043845201920;2021-01-25 21:47:56 SE Asia Standard Time;2021-01-25;21:47:56;700;1052703629528854530;dr_koko28;dr. Andi Khomeini Takdir;;"@jokowi Ijin forward pak. Sore tadi di RRI, juga bersama Ketua PPNI.  🎙 : Bagaimana kondisi lapangan, dok? 👨🏻‍⚕️ : Pasien bertambah. Guardian-nya tak sedikit yang jatuh sakit.  🎙 : Ada usulan? 👨🏻‍⚕️ : 1. Evaluasi jam kerja         2. Percepat vaksinasi nakes         3. Nutrisi &amp; suplementasi";in;[];[];[];1;4;46;[];[];https://twitter.com/dr_koko28/status/1353716237046439940;False;;0;;;;;;;;[{'screen_name': 'jokowi', 'name': 'Joko Widodo', 'id': '366987179'}];;;;
1353711130992992256;1353711130992992256;2021-01-25 21:27:39 SE Asia Standard Time;2021-01-25;21:27:39;700;1052703629528854530;dr_koko28;dr. Andi Khomeini Takdir;;"Ditanyakan wartawan RRI sore tadi, juga bersama Ketua PPNI.  🎙 : Bagaimana kondisi lapangan, dok? 👨🏻‍⚕️ : Pasien bertambah. Guardian-nya tak sedikit yang jatuh sakit.  🎙 : Ada usulan? 👨🏻‍⚕️ : 1. Evaluasi jam kerja         2. Percepat vaksinasi nakes         3. Nutrisi &amp; suplementasi";in;[];[];[];11;34;181;[];[];https://twitter.com/dr_koko28/status/1353711130992992256;False;;0;;;;;;;;[];;;;
1353469857119916033;1353469857119916032;2021-01-25 05:28:54 SE Asia Standard Time;2021-01-25;05:28:54;700;1052703629528854530;dr_koko28;dr. Andi Khomeini Takdir;;Tolong. Jangan dibuka pintu untuk para pencari untung dari vaksin. Stoknya masih sedikit. Negara saja dulu yang kelola. Dengan baik dan bijak.  Kita harus bijak dan hati-hati betul dalam masalah ini.;in;[];[];[];29;139;990;[];[];https://twitter.com/dr_koko28/status/1353469857119916033;False;;0;;;;;;;;[];;;;
1353379604400988161;1353379604400988160;2021-01-24 23:30:16 SE Asia Standard Time;2021-01-24;23:30:16;700;1052703629528854530;dr_koko28;dr. Andi Khomeini Takdir;;"Total kasus Covid-19 di seluruh dunia : lebih 100 juta.  Angka kematian : 2.1 juta.  Ya. Vaksin penting, tapi bukan silver bullet. Yang saya ajakkan selama 1 tahun kemarinlah, yang akan jadi solusi jangka pendek-menengah-panjang. Perbaiki Bumi, perkuat Manusia &amp; Kemanusiaan kita.";in;[];[];[];4;13;102;[];[];https://twitter.com/dr_koko28/status/1353379604400988161;False;;0;;;;;;;;[];;;;
1352984392948277249;1352984392948277248;2021-01-23 21:19:51 SE Asia Standard Time;2021-01-23;21:19:51;700;1052703629528854530;dr_koko28;dr. Andi Khomeini Takdir;;Vaksin itu harus menjangkau masyarakat miskin. Baik di negara2 mampu, juga di negara2 miskin.   Pandemi hanya akan selesai jika kasus melandai di seluruh negeri. Mohon jangan tinggalkan satupun. Dan mohon jangan bikin separasi komunitas yang lebih dalam lagi.;in;[];[];[];4;17;155;[];[];https://twitter.com/dr_koko28/status/1352984392948277249;False;;0;;;;;;;;[];;;;
